year mm dd vehcd min rentamt
2019 8 27 FE955 24 7
2019 8 27 FE956 46 12.5
2019 8 27 FM002 35 9.75
2019 8 27 FM003 28 8
2019 8 27 FM004 61 16.25
2019 8 27 FM011 28 8
2019 8 27 FM012 31 8.75
2019 8 27 FM013 10 3.5
2019 8 27 FM014 13 4.25
2019 8 28 FE944 16 5
2019 8 28 FE944 8 3
2019 8 28 FE944 26 7.5
2019 8 28 FE945 37 10.25
2019 8 28 FE945 16 5
2019 8 28 FE947 39 10.75
2019 8 28 FE949 61 16.25
2019 8 28 FE951 77 20.25
2019 8 28 FE952 18 5.5
2019 8 28 FE953 14 4.5
2019 8 28 FE953 33 9.25
2019 8 28 FE953 32 9
2019 8 28 FE954 49 13.25
2019 8 28 FE955 18 5.5
2019 8 28 FE956 23 6.75
2019 8 28 FE956 48 13
2019 8 28 FE956 75 19.75
2019 8 28 FM005 78 20.5
2019 8 28 FM007 7 2.75
2019 8 28 FM007 63 16.75
2019 8 28 FM008 9 3.25
2019 8 28 FM008 46 12.5
2019 8 28 FM008 35 9.75
2019 8 28 FM009 8 3
2019 8 28 FM009 58 15.5
2019 8 28 FM010 35 9.75
2019 8 28 FM010 40 11
2019 8 28 FM011 3 1.75
2019 8 28 FM011 28 8
2019 8 28 FM011 23 6.75
2019 8 28 FM013 58 15.5
2019 8 28 FM015 2 1.5
2019 8 28 FM015 8 3
2019 8 28 FM015 12 4
2019 8 29 FE942 8 3
2019 8 29 FE944 15 4.75
2019 8 29 FE945 14 4.5
2019 8 29 FE946 11 3.75
2019 8 29 FE948 9 3.25
2019 8 29 FE949 7 2.75
2019 8 29 FE950 28 8
2019 8 29 FE953 47 12.75
2019 8 29 FE954 44 12
2019 8 29 FE954 70 18.5
2019 8 29 FE955 26 7.5
2019 8 29 FM001 33 9.25
2019 8 29 FM002 13 4.25
2019 8 29 FM002 23 6.75
2019 8 29 FM002 15 4.75
2019 8 29 FM002 45 12.25
2019 8 29 FM004 13 4.25
2019 8 29 FM005 17 5.25
2019 8 29 FM005 16 5
2019 8 29 FM006 52 14
2019 8 29 FM006 14 4.5
2019 8 29 FM007 21 6.25
2019 8 29 FM007 39 10.75
2019 8 29 FM009 12 4
2019 8 29 FM010 18 5.5
2019 8 29 FM011 69 18.25
2019 8 29 FM012 18 5.5
2019 8 29 FM013 9 3.25
2019 8 29 FM014 13 4.25
2019 8 29 FM014 11 3.75
2019 8 29 FM015 29 8.25
2019 8 29 FM015 57 15.25
2019 8 29 FM015 45 12.25
2019 8 29 FM015 18 5.5
2019 8 30 FE943 69 18.25
2019 8 30 FE943 17 5.25
2019 8 30 FE944 48 13
2019 8 30 FE946 72 19
2019 8 30 FE946 6 2.5
2019 8 30 FE948 7 2.75
2019 8 30 FE948 29 8.25
2019 8 30 FE949 10 3.5
2019 8 30 FE950 24 7
2019 8 30 FE950 24 7
2019 8 30 FE951 61 16.25
2019 8 30 FE952 33 9.25
2019 8 30 FE952 55 14.75
2019 8 30 FE953 49 13.25
2019 8 30 FE954 15 4.75
2019 8 30 FE955 23 6.75
2019 8 30 FE955 32 9
2019 8 30 FE955 29 8.25
2019 8 30 FE956 17 5.25
2019 8 30 FM001 62 16.5
2019 8 30 FM001 20 6
2019 8 30 FM004 28 8
2019 8 30 FM004 1 1.25
2019 8 30 FM004 47 12.75
2019 8 30 FM005 78 20.5
2019 8 30 FM006 40 11
2019 8 30 FM006 56 15
2019 8 30 FM008 9 3.25
2019 8 30 FM009 28 8
2019 8 30 FM009 5 2.25
2019 8 30 FM009 10 3.5
2019 8 30 FM010 12 4
2019 8 30 FM012 42 11.5
2019 8 30 FM012 68 18
2019 8 30 FM012 17 5.25
2019 8 30 FM013 13 4.25
2019 8 30 FM014 26 7.5
2019 8 30 FM015 12 4
2019 8 30 FM015 17 5.25
2019 8 31 FE942 42 11.5
2019 8 31 FE943 20 6
2019 8 31 FE944 18 5.5
2019 8 31 FE945 69 18.25
2019 8 31 FE945 3 1.75
2019 8 31 FE947 41 11.25
2019 8 31 FE948 8 3
2019 8 31 FE948 67 17.75
2019 8 31 FE948 76 20
2019 8 31 FE949 12 4
2019 8 31 FE950 21 6.25
2019 8 31 FE952 58 15.5
2019 8 31 FE954 29 8.25
2019 8 31 FE954 43 11.75
2019 8 31 FE954 17 5.25
2019 8 31 FE955 44 12
2019 8 31 FE955 17 5.25
2019 8 31 FE956 9 3.25
2019 8 31 FE956 18 5.5
2019 8 31 FM002 10 3.5
2019 8 31 FM002 18 5.5
2019 8 31 FM003 10 3.5
2019 8 31 FM003 12 4
2019 8 31 FM004 11 3.75
2019 8 31 FM005 14 4.5
2019 8 31 FM005 57 15.25
2019 8 31 FM007 61 16.25
2019 8 31 FM008 37 10.25
2019 8 31 FM008 27 7.75
2019 8 31 FM010 25 7.25
2019 8 31 FM010 14 4.5
2019 8 31 FM012 6 2.5
2019 8 31 FM013 28 8
2019 8 31 FM013 20 6
